Rapnet Lot #,Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,BuyNow $/ct,BuyNow rap%,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Sarine Loupe,Report File Name,Report 2 File name,Website Link,Image 1,Image 2,Image 3,Image 4,Image 5,VideoURL 1,VideoURL 2,VideoURL 3,VideoURL 4,VideoURL 5,Document 1,Document 2,Document 3,Document 1 Type,Document 2 Type,Document 3 Type,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones,Tracr ID,Display Cert Number
138512452,AV-01,G,Round,5.140,,I3,VG,VG,VG,,,0.00-0.00x0.00,Yes,NONE,,,,1000.0000,,,,,,,,,,,Faceted,N,Pointed,,,,,,,,SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,,,None,Brown - Brown,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,,,1
169031875,3222,G,Round,0.500,H,VS2,EX,EX,EX,N,,5.04-5.08x3.19,Yes,GIA,2516780209,,,1071.0000,-0.490,,,,,63.0,56.00,M,STK,3.50,Faceted,N,,16.00,36.00,43.50,41.20,GIA 2516780209,,"Crystal,  Feather",NO BGM PP BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,None,,None,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-2516780209,,,,,,,,,,,,04/03/2025 00:00:00,Diamond Dossier,,,True,0,,,1
170683347,3266,G,Round,0.300,E,IF,EX,EX,EX,N,,4.35-4.37x2.64,Yes,GIA,2526288494,,,1820.0000,-0.300,,,,,60.5,60.00,M,M,3.50,Faceted,N,,13.00,33.00,44.00,41.60,GIA 2526288494,,"Surface Graining,  Minor Details Of Polish",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-2526288494,,,,,,,,,,,,05/29/2025 00:00:00,Diamond Dossier,,,True,1,,,1
161940393,2636,G,Round,0.510,K,VVS1,VG,EX,EX,N,,5.01-5.04x3.21,Yes,GIA,6491404093,,,672.0000,-0.580,,,,,63.9,58.00,STK,TK,4.50,Faceted,N,Pointed,15.00,36.00,44.00,41.40,GIA 6491404093,,Pinpoint,NO BGM NO BLACK / SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,None,,None,,,,India,,,,,,,,,,,,,,https://workshop.360view.link/360viewer/360view.html?d=0706246-P13-133,,,,,,,,,,,,05/23/2024 00:00:00,Diamond Dossier,,,True,0,,,1
171900098,AK-3003,G,Oval,0.700,K,VS2,,EX,VG,N,,7.15x5.06x2.95,Yes,GIA,2516622813,,,900.0000,-0.500,,,,,58.4,60.00,TK,VTK,,Faceted,N,,,,,,GIA 2516622813,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,None,None,None,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,03/17/2025 00:00:00,Diamond Dossier,,,True,1,,,1
170683447,3267,G,Round,0.300,E,VVS2,EX,EX,EX,N,,4.34-4.35x2.66,Yes,GIA,7522288188,,,1280.0000,-0.360,,,,,61.3,59.00,M,STK,3.50,Faceted,N,,13.50,33.00,44.00,41.60,GIA 7522288188,,"Feather,  Needle,  Pinpoint",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-7522288188,,,,,,,,,,,,05/29/2025 00:00:00,Diamond Dossier,,,True,1,,,1
167977923,3057,G,Round,0.450,D,SI2,EX,EX,EX,N,,4.96-4.98x2.98,Yes,GIA,6511395706,,,900.0000,-0.500,,,,,60.1,59.00,TN,STK,3.50,Faceted,N,Pointed,14.00,34.00,43.00,40.80,GIA 6511395706,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,None,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6511395706,,,,,,,,,,,,02/18/2025 00:00:00,Diamond Dossier,,,True,0,,,1
161973188,N-13,G,Round,0.300,H,SI2,G,G,G,N,,4.28-4.31x2.57,Yes,GIA,6492541409,,,540.0000,-0.550,,,,,59.9,61.00,TK,TK,5.00,Faceted,N,Pointed,12.50,32.50,42.00,40.20,GIA 6492541409,,Feather,NO BGM NO BLACK / SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,None,,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,06/05/2024 00:00:00,Diamond Dossier,,,True,1,,,1
170683410,3292,G,Round,0.330,H,VS1,EX,EX,EX,N,,4.41-4.44x2.74,Yes,GIA,7528188590,,,1170.0000,-0.220,,,,,61.8,59.00,M,STK,4.00,Faceted,N,,14.00,34.00,44.00,41.40,GIA 7528188590,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-7528188590,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,True,1,,,1
167977883,3040,G,Round,0.400,F,SI2,EX,EX,EX,N,,4.73-4.76x2.88,Yes,GIA,6511395681,,,720.0000,-0.550,,,,,60.7,59.00,M,STK,4.00,Faceted,N,Pointed,14.00,34.00,43.00,40.80,GIA 6511395681,,"Crystal,  Cloud",NO BGM  /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,None,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6511395681,,,,,,,,,,,,02/18/2025 00:00:00,Diamond Dossier,,,True,0,,,1
170683364,3268,G,Round,0.300,E,VS1,EX,EX,VG,F,,4.30-4.34x2.61,Yes,GIA,5526192031,,,990.0000,-0.450,,,,,60.4,60.00,M,STK,4.00,Faceted,N,,13.50,34.00,43.00,40.80,GIA 5526192031,,Crystal,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-5526192031,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,True,1,,,1
168439402,3097,G,Round,0.700,G,VVS2,EX,EX,EX,N,,5.66-5.70x3.55,Yes,HRD,250000058023,,,1575.0000,-0.550,,,,,62.4,58.00,,,,Polished,N,Pointed,,,,,YES,,,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,None,None,None,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,,,1
170683384,3272,G,Round,0.300,F,VS1,EX,EX,VG,N,,4.25-4.30x2.68,Yes,GIA,7526188586,,,1037.0000,-0.390,,,,,62.6,57.00,M,STK,3.50,Faceted,N,,15.00,34.50,44.00,41.40,GIA 7526188586,,"Manufacturing Remnant,  Needle",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-7526188586,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,True,1,,,1
169031815,3230,G,Round,0.540,L,VS2,EX,EX,EX,N,,5.19-5.21x3.27,Yes,GIA,6515780242,,,517.0000,-0.530,,,,,62.8,56.00,M,STK,3.50,Faceted,N,,16.00,36.00,43.50,41.20,GIA 6515780242,,Feather,NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,,None,None,None,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6515780242,,,,,,,,,,,,04/03/2025 00:00:00,Diamond Dossier,,,True,0,,,1
168439293,3100,G,Oval,1.010,G,VVS2,,EX,VG,F,,7.69x5.66x3.67,Yes,GIA,1519669723,,,2900.0000,-0.500,,,,,64.8,63.00,STK,VTK,,Faceted,N,,,,,,GIA 1519669723,Additional pinpoints are not shown.,"Pinpoint,  Needle,  Natural",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,None,None,None,None,,,,India,,,,,,,,,168439293_Still.JPG,,,,,,,,,,,,,,,,,03/21/2025 00:00:00,Diamond Grading Report,,,False,0,,,1
143926079,VD-23,G,Round,0.320,,VVS2,,EX,EX,N,,4.38-4.40x2.75,Yes,GIA,6432446022,,,1800.0000,,,,,,62.6,56.00,M,STK,,Faceted,N,Pointed,,,,,GIA 6432446022,Internal graining is not shown.,"Pinpoint,  Feather,  Cavity",SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,None,None,None,Pink,Faint,,India,,,,,,,,,143926079_1.jpg,https://ds-360.jaykar.co.in/ds_360.php?chk=QWxs&q=UDJDSllLMTVKMjQ2Mzk=,,,,,,,,,,,,,,,,06/20/2022 00:00:00,Colored Diamond Grading Report,,,True,1,,,1
170683404,3297,G,Round,0.340,E,VS2,EX,EX,EX,F,,4.50-4.53x2.73,Yes,GIA,5526187796,,,1071.0000,-0.370,,,,,60.5,57.00,M,STK,3.50,Faceted,N,,14.00,33.50,43.00,40.80,GIA 5526187796,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-5526187796,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,True,1,,,1
170683427,3275,G,Round,0.300,G,VS2,EX,EX,VG,N,,4.25-4.27x2.68,Yes,GIA,1525192400,,,930.0000,-0.380,,,,,63.0,56.00,TN,M,3.50,Faceted,N,,16.50,36.50,43.00,41.00,GIA 1525192400,,"Cloud,  Feather,  Manufacturing Remnant",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-1525192400,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,True,1,,,1
171962073,3379,G,Round,0.310,F,VS2,EX,EX,EX,N,,4.34-4.35x2.70,Yes,GIA,3525356232,,,960.0000,-0.400,,,,,62.1,55.00,M,STK,3.50,Faceted,N,,14.50,33.00,44.00,41.40,GIA 3525356232,,"Crystal,  Cloud,  Feather",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,None,None,None,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,06/04/2025 00:00:00,Diamond Dossier,,,True,1,,,1
170683390,3300,G,Round,0.340,F,VS1,EX,EX,EX,M,B,4.52-4.53x2.72,Yes,GIA,1529288015,,,1020.0000,-0.400,,,,,60.2,59.00,M,STK,3.50,Faceted,N,,13.50,33.50,43.00,41.00,GIA 1529288015,,"Feather,  Pinpoint",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-1529288015,,,,,,,,,,,,05/29/2025 00:00:00,Diamond Dossier,,,True,1,,,1
169031858,3214,G,Round,0.430,F,SI1,EX,EX,EX,N,,4.86-4.89x3.01,Yes,GIA,6512780061,,,918.0000,-0.490,,,,,61.9,58.00,M,STK,3.50,Faceted,N,,14.00,33.50,44.50,41.80,GIA 6512780061,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,None,None,None,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6512780061,,,,,,,,,,,,04/03/2025 00:00:00,Diamond Dossier,,,True,0,,,1
152780139,RV-581,G,Heart,1.500,H,SI2,G,VG,VG,N,,6.25x7.87x4.92,Yes,IGI,584354149,,,1560.0000,-0.700,,,,,62.5,60.00,,,,Faceted,N,Pointed,,,,,YES,,,NO BGM NO BLACK / SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,None,None,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1,,,1
136168739,RV-437,G,Pear,1.000,,SI1,,EX,VG,F,,7.98x5.37x3.62,Yes,GIA,6411627027,,,2000.0000,,,,,,67.5,57.00,VTK,XTK,,Faceted,N,Pointed,,,,,GIA 6411627027,Additional clouds are not shown. Pinpoints are not shown.,"Feather,  Cloud,  Cavity,  Needle,  Extra Facet,  Indented Natural",SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,None,,None,Green - Yellow,Light,,India,,,,,,,,,,,,,,,,,,,,,,,,,,01/28/2022 00:00:00,Colored Diamond Grading Report,,,True,1,,,1
134467014,RV-142,G,Cushion Modified,1.030,,I1,,EX,VG,M,B,5.45x5.45x3.70,Yes,GIA,2416259480,,,1500.0000,,,,,,67.9,60.00,XTK,XTK,,Faceted,N,Pointed,,,,,GIA 2416259480,,"Feather,  Crystal,  Needle,  Indented Natural",SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,None,,None,Yellow,Fancy,,India,,,,,,,,,,,,,,,,,,,,,,,,,,12/23/2021 00:00:00,Colored Diamond Grading Report,,,True,1,,,1
170683367,3364,G,Round,0.500,K,VVS1,EX,EX,EX,N,,5.11-5.14x3.12,Yes,GIA,7521288184,,,848.0000,-0.470,,,,,60.9,60.00,M,STK,4.00,Faceted,N,,13.00,33.00,44.50,41.80,GIA 7521288184,,"Feather,  Manufacturing Remnant,  Indented Natural",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-7521288184,,,,,,,,,,,,05/29/2025 00:00:00,Diamond Dossier,,,True,1,,,1
171139121,AM-22,G,Pear,1.010,D,SI2,,EX,EX,N,,8.61x5.50x3.53,Yes,GIA,1525388333,,,1872.0000,-0.520,,,,,64.1,63.00,TK,VTK,,Faceted,N,,,,,,GIA 1525388333,Clouds are not shown. Pinpoints are not shown.,"Crystal,  Feather,  Needle,  Indented Natural",NO BGM  /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,,,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,06/05/2025 00:00:00,Diamond Grading Report,,,True,1,,,1
165479214,AK-900,NA,Heart,1.000,D,SI2,,VG,VG,N,,6.51x6.65x3.93,Yes,GIA,6501637106,,,1404.0000,-0.640,,,,,59.1,59.00,STK,VTK,,Faceted,N,,,,,,GIA 6501637106,,"Crystal,  Feather,  Indented Natural",NO BGM SIDE BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,,,None,,,,India,,,,,,,,,165479214_Still.JPG,,,,,,,,,,,,,,,,,10/15/2024 00:00:00,Diamond Grading Report,,,True,0,,,1
170683407,3302,G,Round,0.350,G,VS1,EX,EX,EX,F,,4.51-4.52x2.77,Yes,GIA,1525187869,,,912.0000,-0.430,,,,,61.4,58.00,M,STK,4.00,Faceted,N,,15.00,35.50,42.50,40.60,GIA 1525187869,,"Crystal,  Cloud,  Pinpoint",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-1525187869,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,True,1,,,1
162418431,AK-811,G,Princess,1.510,J,VVS2,VG,EX,EX,S,,6.10x6.08x4.51,Yes,IGI,638474022,,,1566.0000,-0.730,,,,,74.2,71.00,,,,Polished,N,Pointed,,,,,YES,,,NO BGM NO BLACK / SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,None,,None,None,,,,India,,,,,,,,,162418431_Still.JPG,,,,,,,,,,,,,,,,,,,,,True,0,,,1
170683430,3347,G,Round,0.500,D,SI1,EX,EX,EX,N,,5.08-5.11x3.14,Yes,GIA,5523288521,,,1392.0000,-0.420,,,,,61.7,60.00,M,STK,4.00,Faceted,N,,13.50,34.00,44.50,41.80,GIA 5523288521,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-5523288521,,,,,,,,,,,,05/29/2025 00:00:00,Diamond Dossier,,,True,1,,,1
170683450,3339,G,Round,0.440,H,SI1,EX,EX,EX,N,,4.91-4.92x3.01,Yes,GIA,1525288700,,,870.0000,-0.420,,,,,61.1,57.00,M,STK,3.50,Faceted,N,,14.00,33.00,44.00,41.20,GIA 1525288700,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-1525288700,,,,,,,,,,,,05/29/2025 00:00:00,Diamond Dossier,,,True,1,,,1
171346245,3386,G,Round,1.200,H,SI2,EX,EX,EX,N,,6.87-6.92x4.07,Yes,HRD,250000134767,,,1480.0000,-0.600,,,,,59.0,61.00,,,,Polished,N,Pointed,,,,,Yes,,,SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,,,,None,,,,,India,,,,,,,,,https://thnk-ahhhekdfd9dpapb8.z03.azurefd.net/detail/media/Video/SKEXaZ7JzH*qQRmaSFFNxg--,,,,,,,,,,,,,,,,,,,,,False,1,,,1
167977946,3029,G,Round,0.370,D,SI2,EX,EX,EX,N,,4.61-4.63x2.88,Yes,GIA,6512430048,,,800.0000,-0.500,,,,,62.4,57.00,M,STK,3.50,Faceted,N,Pointed,15.00,35.00,43.50,41.20,GIA 6512430048,,"Crystal,  Cloud,  Feather",NO BGM SIDE BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,None,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6512430048,,,,,,,,,,,,02/18/2025 00:00:00,Diamond Dossier,,,False,0,,,1
170487704,VK-3,G,Round,0.510,D,SI1,EX,EX,EX,N,,5.08-5.10x3.21,Yes,GIA,3525045468,,,1248.0000,-0.480,,,,,63.0,57.00,M,STK,4.00,Faceted,N,,15.00,34.50,44.00,41.60,GIA 3525045468,,"Feather,  Crystal","NO BGM NO BLACK ",50.00,None,,,None,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,05/03/2025 00:00:00,Diamond Dossier,,,True,1,,,1
169031812,3191,G,Round,0.380,E,SI1,EX,EX,EX,N,,4.63-4.65x2.86,Yes,GIA,6512781546,,,783.0000,-0.511,,,,,61.6,59.00,M,STK,3.50,Faceted,N,,14.50,35.00,43.50,41.20,GIA 6512781546,,"Feather,  Crystal",NO BGM /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,None,,None,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6512781546,,,,,,,,,,,,04/03/2025 00:00:00,Diamond Dossier,,,False,0,,,1
170683344,3298,G,Round,0.340,F,VVS2,EX,EX,EX,N,,4.51-4.52x2.72,Yes,GIA,1529192104,,,1273.0000,-0.330,,,,,60.3,60.00,M,STK,4.00,Faceted,N,,13.00,33.00,43.50,41.00,GIA 1529192104,,"Cloud,  Pinpoint,  Feather",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-1529192104,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,True,1,,,1
170683387,3321,G,Round,0.400,E,VVS2,EX,EX,EX,N,,4.79-4.81x2.91,Yes,GIA,6521288688,,,1380.0000,-0.400,,,,,60.7,60.00,M,M,3.50,Faceted,N,,13.00,33.00,44.50,41.80,GIA 6521288688,,"Pinpoint,  Feather",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6521288688,,,,,,,,,,,,05/29/2025 00:00:00,Diamond Dossier,,,True,1,,,1
169031818,3225,G,Round,0.500,J,VS2,EX,EX,EX,N,,5.07-5.10x3.16,Yes,GIA,6512780246,,,794.0000,-0.471,,,,,62.1,56.00,M,STK,3.50,Faceted,N,,16.00,36.00,43.00,40.80,GIA 6512780246,,"Feather,  Indented Natural",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,None,None,None,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6512780246,,,,,,,,,,,,04/03/2025 00:00:00,Diamond Dossier,,,True,0,,,1
167977952,3045,G,Round,0.400,I,SI2,EX,EX,EX,N,,4.68-4.71x2.93,Yes,GIA,2516395750,,,611.0000,-0.530,,,,,62.3,56.00,M,STK,4.00,Faceted,N,Pointed,15.50,35.00,43.00,40.80,GIA 2516395750,,"Cloud,  Feather",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,None,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-2516395750,,,,,,,,,,,,02/18/2025 00:00:00,Diamond Dossier,,,True,0,,,1
170683370,3357,G,Round,0.500,G,VVS2,EX,EX,EX,N,,5.06-5.09x3.17,Yes,GIA,6521191988,,,1534.0000,-0.410,,,,,62.4,58.00,M,STK,4.00,Faceted,N,,14.50,34.50,44.00,41.60,GIA 6521191988,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6521191988,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,True,1,,,1
170683393,3299,G,Round,0.340,F,VS1,EX,EX,EX,N,,4.44-4.47x2.79,Yes,GIA,2524186947,,,1122.0000,-0.340,,,,,62.5,57.00,M,STK,4.00,Faceted,N,,14.50,34.50,44.00,41.60,GIA 2524186947,,"Cloud,  Crystal",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-2524186947,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,True,1,,,1
170683376,3318,G,Round,0.380,I,VS2,EX,EX,EX,N,,4.70-4.73x2.81,Yes,GIA,1525192374,,,720.0000,-0.400,,,,,59.6,59.00,M,M,3.50,Faceted,N,,13.50,33.00,43.00,40.80,GIA 1525192374,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-1525192374,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,True,1,,,1
138512458,AV-02,G,Round,1.510,M,I2,VG,VG,VG,N,,0.00-0.00x0.00,Yes,NONE,,,,1300.0000,-0.409,,,,,,,,,,Faceted,N,Pointed,,,,,,,,SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,,,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,,,1
170683353,3346,G,Round,0.500,D,VS2,EX,EX,EX,N,,5.11-5.13x3.11,Yes,GIA,5526186499,,,1566.0000,-0.420,,,,,60.7,61.00,M,STK,4.00,Faceted,N,,12.50,33.00,44.00,41.60,GIA 5526186499,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-5526186499,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,True,1,,,1
170683416,3358,G,Round,0.500,G,VS1,EX,EX,EX,F,,5.08-5.11x3.13,Yes,GIA,1528288205,,,1296.0000,-0.460,,,,,61.5,58.00,M,M,3.50,Faceted,N,,15.00,36.00,43.00,40.80,GIA 1528288205,,Cloud,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50.00,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-1528288205,,,,,,,,,,,,05/29/2025 00:00:00,Diamond Dossier,,,True,1,,,1
